model_id,provider,model_type
BL0479-F1894-V1-organoid,PDMR,Organoids
BL0479-F1894-PDC,PDMR,PDC: Mixed Tumor Culture
114551-080-T,PDMR,PDX
114551-080-T-V1-organoid,PDMR,Organoids
283228-195-R,PDMR,PDX
283228-195-R-V1-organoid,PDMR,Organoids
283228-195-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
114434-197-R,PDMR,PDX
515677-202-R,PDMR,PDX
144555-231-T,PDMR,PDX
324938-238-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
324938-238-R,PDMR,PDX
698357-238-R,PDMR,PDX
698357-238-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
235635-245-T,PDMR,PDX
931267-113-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
931267-113-T,PDMR,PDX
425362-245-T,PDMR,PDX
425362-245-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
875164-322-T-V2-organoid,PDMR,Organoids
875164-322-T,PDMR,PDX
875164-322-T-J2-PDC,PDMR,PDC: Mixed Tumor Culture
979744-088-R,PDMR,PDX
979744-088-R-V1-organoid,PDMR,Organoids
154431-089-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
154431-089-R,PDMR,PDX
764289-091-R,PDMR,PDX
697273-096-R,PDMR,PDX
638234-109-R,PDMR,PDX
425362-245-T-V1-organoid,PDMR,Organoids
146476-266-R,PDMR,PDX
323965-272-R-V1-organoid,PDMR,Organoids
854966-285-R,PDMR,PDX
324363-279-T,PDMR,PDX
324363-279-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
638234-109-R-V1-organoid,PDMR,Organoids
825997-103-R,PDMR,PDX
911461-104-R,PDMR,PDX
112475-105-R,PDMR,PDX
849917-123-R,PDMR,PDX
216738-123-R,PDMR,PDX
474377-126-R,PDMR,PDX
273541-280-R,PDMR,PDX
273541-280-R-V1-organoid,PDMR,Organoids
253994-281-T,PDMR,PDX
253994-281-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
253994-281-T-V2-organoid,PDMR,Organoids
381576-328-R,PDMR,PDX
945586-337-R,PDMR,PDX
945586-337-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
945586-337-R-V1-organoid,PDMR,Organoids
676499-111-R,PDMR,PDX
138582-337-R,PDMR,PDX
843126-344-R,PDMR,PDX
843126-344-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
572918-348-R,PDMR,PDX
572918-348-R-V1-organoid,PDMR,Organoids
676499-111-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
275375-350-R,PDMR,PDX
275375-350-R-V1-organoid,PDMR,Organoids
114348-004-R,PDMR,PDX
272462-364-R,PDMR,PDX
197587-005-T,PDMR,PDX
673867-039-R-V2-organoid,PDMR,Organoids
171881-019-R,PDMR,PDX
171881-019-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
171881-019-R-V1-organoid,PDMR,Organoids
653999-131-R,PDMR,PDX
653999-131-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
653398-132-R,PDMR,PDX
722911-139-R,PDMR,PDX
722911-139-R-V1-organoid,PDMR,Organoids
873942-020-R,PDMR,PDX
994946-033-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
598228-144-R,PDMR,PDX
994819-140-R,PDMR,PDX
442324-144-R,PDMR,PDX
442324-144-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
556581-035-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
459534-040-R,PDMR,PDX
377368-042-T2,PDMR,PDX
492569-054-R,PDMR,PDX
541839-054-R,PDMR,PDX
541839-054-R-V1-organoid,PDMR,Organoids
746757-062-R,PDMR,PDX
742811-063-R,PDMR,PDX
936977-285-R,PDMR,PDX
538559-288-R,PDMR,PDX
165257-294-R,PDMR,PDX
244727-301-R,PDMR,PDX
626397-294-R,PDMR,PDX
331535-300-R,PDMR,PDX
K62003-231-R,PDMR,PDX
271591-306-R,PDMR,PDX
683892-313-R,PDMR,PDX
435261-313-R,PDMR,PDX
513682-313-R,PDMR,PDX
597326-320-R,PDMR,PDX
738386-334-R,PDMR,PDX
283339-068-R,PDMR,PDX
328469-098-R,PDMR,PDX
328469-098-R-V1-organoid,PDMR,Organoids
299373-070-T,PDMR,PDX
299373-070-T-V1-organoid,PDMR,Organoids
512936-074-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
512936-074-R,PDMR,PDX
623946-074-R,PDMR,PDX
249662-076-R,PDMR,PDX
381249-077-R,PDMR,PDX
636974-082-R,PDMR,PDX
679263-084-R-V1-organoid,PDMR,Organoids
317291-083-R,PDMR,PDX
439559-082-T-J2-PDC,PDMR,PDC: Mixed Tumor Culture
439559-082-T-V1-organoid,PDMR,Organoids
269647-328-T,PDMR,PDX
269647-328-T-V1-organoid,PDMR,Organoids
731285-195-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
324938-238-R-V1-organoid,PDMR,Organoids
813469-196-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
839793-233-R4,PDMR,PDX
195496-121-R,PDMR,PDX
628569-122-R,PDMR,PDX
628569-122-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
119387-122-R,PDMR,PDX
159449-244-R,PDMR,PDX
485368-065-R3,PDMR,PDX
119387-122-R-V2-organoid,PDMR,Organoids
748385-122-R,PDMR,PDX
233499-124-R,PDMR,PDX
485368-065-R3-V3-organoid,PDMR,Organoids
485368-065-R4,PDMR,PDX
485368-065-R8,PDMR,PDX
485368-065-R8-V2-organoid,PDMR,Organoids
233499-124-R-V2-organoid,PDMR,Organoids
233499-124-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
475296-252-R-V1-organoid,PDMR,Organoids
475296-252-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
251568-266-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
276233-004-R,PDMR,PDX
276233-004-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
485368-065-R4-J2-PDC,PDMR,PDC: Mixed Tumor Culture
991263-137-R2-J3-PDC,PDMR,PDC: Mixed Tumor Culture
991263-137-R1-J2-PDC,PDMR,PDC: Mixed Tumor Culture
485977-131-R,PDMR,PDX
485977-131-R-V2-organoid,PDMR,Organoids
994459-135-R,PDMR,PDX
994459-135-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
464991-137-R,PDMR,PDX
884544-143-R,PDMR,PDX
884544-143-R-V1-organoid,PDMR,Organoids
522493-142-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
522493-142-R-V2-organoid,PDMR,Organoids
522493-142-R,PDMR,PDX
217524-143-R2,PDMR,PDX
192522-019-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
876135-273-R-V1-organoid,PDMR,Organoids
968666-278-R,PDMR,PDX
627137-287-R,PDMR,PDX
983979-030-R-V2-organoid,PDMR,Organoids
825966-067-R,PDMR,PDX
825966-067-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
217524-143-R2-J1-PDC,PDMR,PDC: Mixed Tumor Culture
217524-143-R5,PDMR,PDX
217524-143-R5-J2-PDC,PDMR,PDC: Mixed Tumor Culture
825966-067-R-V1-organoid,PDMR,Organoids
913291-066-R-V1-organoid,PDMR,Organoids
377594-074-R,PDMR,PDX
835911-074-R,PDMR,PDX
176374-079-R,PDMR,PDX
942848-086-R,PDMR,PDX
942848-086-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
778377-087-R-V1-organoid,PDMR,Organoids
989133-093-R,PDMR,PDX
487391-300-R,PDMR,PDX
254851-301-R,PDMR,PDX
989133-093-R-V2-organoid,PDMR,Organoids
772611-094-R,PDMR,PDX
772611-094-R-V3-organoid,PDMR,Organoids
731979-095-R,PDMR,PDX
765993-094-R,PDMR,PDX
755229-096-R,PDMR,PDX
755229-096-R-V1-organoid,PDMR,Organoids
953936-095-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
379773-124-R-V1-organoid,PDMR,Organoids
381356-305-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
681556-308-R,PDMR,PDX
884782-307-R,PDMR,PDX
378893-306-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
618468-307-R,PDMR,PDX
946996-313-R,PDMR,PDX
863886-044-R,PDMR,PDX
556579-094-R,PDMR,PDX
636577-100-R,PDMR,PDX
636577-100-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
636577-100-R-V1-organoid,PDMR,Organoids
823721-103-R,PDMR,PDX
155919-109-R,PDMR,PDX
155919-109-R-V2-organoid,PDMR,Organoids
884544-143-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
874868-142-R,PDMR,PDX
874868-142-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
892531-110-R,PDMR,PDX
685761-110-R,PDMR,PDX
454973-116-R3-V2-organoid,PDMR,Organoids
454973-116-R3-J5-PDC,PDMR,PDC: Mixed Tumor Culture
454973-116-R4,PDMR,PDX
454973-116-R2,PDMR,PDX
454973-116-R3,PDMR,PDX
119177-322-R1,PDMR,PDX
137432-314-R,PDMR,PDX
379773-124-R,PDMR,PDX
379773-124-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
991263-137-R1,PDMR,PDX
991263-137-R1-V1-organoid,PDMR,Organoids
848979-319-R,PDMR,PDX
848979-319-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
145919-334-R,PDMR,PDX
145919-334-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
943836-067-R,PDMR,PDX
161973-066-R,PDMR,PDX
454973-116-R2-J3-PDC,PDMR,PDC: Mixed Tumor Culture
791794-340-R,PDMR,PDX
967376-340-R-V1-organoid,PDMR,Organoids
967376-340-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
764511-343-R-V3-organoid,PDMR,Organoids
639262-121-R,PDMR,PDX
217524-143-R4,PDMR,PDX
217524-143-R1,PDMR,PDX
217524-143-R1-J4-PDC,PDMR,PDC: Mixed Tumor Culture
217524-143-R1-V1-organoid,PDMR,Organoids
721194-151-R-V1-organoid,PDMR,Organoids
455876-151-R-V1-organoid,PDMR,Organoids
455876-151-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
388556-164-R,PDMR,PDX
388556-164-R-V1-organoid,PDMR,Organoids
388556-164-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
244465-170-R,PDMR,PDX
244465-170-R-V1-organoid,PDMR,Organoids
244465-170-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
K86415-001-R-V1-organoid,PDMR,Organoids
485176-168-R4-J1-PDC,PDMR,PDC: Mixed Tumor Culture
255893-291-R,PDMR,PDX
255893-291-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
285369-178-R,PDMR,PDX
588824-173-R,PDMR,PDX
821394-179-R,PDMR,PDX
821394-179-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
779473-192-R,PDMR,PDX
764851-200-R-V2-organoid,PDMR,Organoids
K66101-001-R,PDMR,PDX
612792-311-R,PDMR,PDX
414838-212-R,PDMR,PDX
947725-317-R-V3-organoid,PDMR,Organoids
512359-319-R,PDMR,PDX
515863-333-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
555411-135-R,PDMR,PDX
921179-137-R,PDMR,PDX
K69846-001-R,PDMR,PDX
K00052-001-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
277667-354-R,PDMR,PDX
277667-354-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
549293-155-R,PDMR,PDX
965255-017-R,PDMR,PDX
249661-222-R,PDMR,PDX
168753-222-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
135598-235-R,PDMR,PDX
128162-247-R,PDMR,PDX
811622-057-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
624824-186-R-J3-PDC,PDMR,PDC: Mixed Tumor Culture
919269-233-R5-V5-organoid,PDMR,Organoids
919269-233-R3,PDMR,PDX
LG0481-F231-V1-organoid,PDMR,Organoids
868763-120-R,PDMR,PDX
628479-137-R2-V3-organoid,PDMR,Organoids
628479-137-R2,PDMR,PDX
K75429-239-R,PDMR,PDX
352319-331-R,PDMR,PDX
K87607-352-T,PDMR,PDX
712175-110-R,PDMR,PDX
328373-195-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
296347-364-R-V2-organoid,PDMR,Organoids
244774-204-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
222454-113-R,PDMR,PDX
918122-036-R,PDMR,PDX
562715-036-R,PDMR,PDX
176247-063-R,PDMR,PDX
466636-057-R,PDMR,PDX
266295-075-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
562742-068-R-V1-organoid,PDMR,Organoids
648629-189-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
592915-224-R,PDMR,PDX
252836-082-R,PDMR,PDX
252836-082-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
218243-119-R,PDMR,PDX
782815-120-R,PDMR,PDX
782815-120-R-V1-organoid,PDMR,Organoids
K98449-230-R,PDMR,PDX
693688-280-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
498487-281-R,PDMR,PDX
125672-216-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
994434-217-R,PDMR,PDX
594176-295-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
521389-187-R,PDMR,PDX
LG0567-F671,PDMR,PDX
128128-338-R,PDMR,PDX
343268-274-T,PDMR,PDX
575813-281-R2-V1-organoid,PDMR,Organoids
538559-288-R-V1-organoid,PDMR,Organoids
286954-287-R,PDMR,PDX
397859-316-R,PDMR,PDX
435261-313-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
516955-315-R,PDMR,PDX
543588-082-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
968212-105-R,PDMR,PDX
834989-109-R,PDMR,PDX
944545-341-R,PDMR,PDX
114868-125-R,PDMR,PDX
369146-172-R,PDMR,PDX
899872-116-R,PDMR,PDX
994946-033-R,PDMR,PDX
377368-042-T1,PDMR,PDX
476673-061-R,PDMR,PDX
233313-265-R,PDMR,PDX
323965-272-R,PDMR,PDX
323965-272-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
451658-271-R-V1-organoid,PDMR,Organoids
159449-244-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
957923-259-R,PDMR,PDX
K57222-313-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
428986-081-R,PDMR,PDX
989133-093-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
475259-130-R,PDMR,PDX
939949-128-R,PDMR,PDX
254851-301-R-V2-organoid,PDMR,Organoids
381356-305-R,PDMR,PDX
381356-305-R-V2-organoid,PDMR,Organoids
953936-095-R,PDMR,PDX
982778-135-R,PDMR,PDX
982778-135-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
982778-135-R-V3-organoid,PDMR,Organoids
994459-135-R-V2-organoid,PDMR,Organoids
823721-103-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
738166-108-R,PDMR,PDX
864244-320-R-V1-organoid,PDMR,Organoids
282377-053-R,PDMR,PDX
983979-030-R,PDMR,PDX
721194-151-R,PDMR,PDX
958279-163-R,PDMR,PDX
913291-066-R,PDMR,PDX
979852-250-R,PDMR,PDX
712881-215-R-V1-organoid,PDMR,Organoids
641145-348-T,PDMR,PDX
641145-348-T-V2-organoid,PDMR,Organoids
558632-135-R,PDMR,PDX
354836-022-R,PDMR,PDX
354836-022-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
996289-038-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
713683-067-R-V1-organoid,PDMR,Organoids
987651-099-R,PDMR,PDX
424524-100-T,PDMR,PDX
862795-172-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
221948-257-R,PDMR,PDX
447297-187-R,PDMR,PDX
194179-226-R,PDMR,PDX
227169-078-T,PDMR,PDX
349418-098-R-V2-organoid,PDMR,Organoids
BL0293-F563-V1-organoid,PDMR,Organoids
811622-057-R-V1-organoid,PDMR,Organoids
862989-056-R-V1-organoid,PDMR,Organoids
LG0703-F948-PDC,PDMR,PDC: Mixed Tumor Culture
961994-133-R,PDMR,PDX
451658-271-R,PDMR,PDX
575813-281-R2,PDMR,PDX
575813-281-R2-J2-PDC,PDMR,PDC: Mixed Tumor Culture
128128-338-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
929823-356-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
455511-112-R,PDMR,PDX
871537-170-R,PDMR,PDX
199195-117-R,PDMR,PDX
212328-146-R,PDMR,PDX
832693-133-R,PDMR,PDX
832693-133-R-V1-organoid,PDMR,Organoids
K42656-251-R,PDMR,PDX
251477-161-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
562742-068-R,PDMR,PDX
855422-203-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
226611-082-R,PDMR,PDX
958767-090-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
394772-225-R,PDMR,PDX
419622-098-T,PDMR,PDX
882747-286-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
926114-112-T,PDMR,PDX
833975-119-R,PDMR,PDX
131542-069-R,PDMR,PDX
137432-314-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
675812-077-R,PDMR,PDX
649139-167-T,PDMR,PDX
543588-082-R,PDMR,PDX
317291-083-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
911461-104-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
491133-110-R,PDMR,PDX
722911-139-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
428932-153-R,PDMR,PDX
714174-038-R-V1-organoid,PDMR,Organoids
941728-121-R,PDMR,PDX
941728-121-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
529294-124-R,PDMR,PDX
367927-166-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
913389-277-R-V1-organoid,PDMR,Organoids
778377-087-R,PDMR,PDX
866234-130-R-V2-organoid,PDMR,Organoids
427958-088-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
991263-137-R2,PDMR,PDX
445649-340-R,PDMR,PDX
581982-151-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
659161-295-R-V1-organoid,PDMR,Organoids
437389-329-R,PDMR,PDX
K32475-227-T-V1-organoid,PDMR,Organoids
SA0426-F1136,PDMR,PDX
877282-077-R-V1-organoid,PDMR,Organoids
453144-164-R,PDMR,PDX
194179-226-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
876862-298-R,PDMR,PDX
126254-015-R,PDMR,PDX
885724-159-R,PDMR,PDX
125672-216-R,PDMR,PDX
787269-337-R,PDMR,PDX
969956-357-R,PDMR,PDX
565248-004-R,PDMR,PDX
556581-035-R,PDMR,PDX
755483-174-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
445685-031-R-V1-organoid,PDMR,Organoids
618468-307-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
353785-320-R-J2-PDC,PDMR,PDC: Mixed Tumor Culture
259778-044-R,PDMR,PDX
385692-084-R,PDMR,PDX
866234-130-R,PDMR,PDX
868679-213-R-V1-organoid,PDMR,Organoids
991263-137-R2-V2-organoid,PDMR,Organoids
429239-143-T,PDMR,PDX
919269-233-R1-J3-PDC,PDMR,PDC: Mixed Tumor Culture
174125-134-R-V1-organoid,PDMR,Organoids
686572-087-R-V1-organoid,PDMR,Organoids
LG0703-F948,PDMR,PDX
137849-337-R,PDMR,PDX
949697-356-R,PDMR,PDX
413124-020-R-J3-PDC,PDMR,PDC: Mixed Tumor Culture
695221-133-T,PDMR,PDX
492797-167-R,PDMR,PDX
639538-348-R,PDMR,PDX
899872-116-R-V1-organoid,PDMR,Organoids
419622-098-T-V1-organoid,PDMR,Organoids
755484-060-R,PDMR,PDX
494315-158-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
627122-101-R,PDMR,PDX
136153-299-R,PDMR,PDX
486699-345-R,PDMR,PDX
LG0551-F552,PDMR,PDX
244774-204-R,PDMR,PDX
194179-226-R-V1-organoid,PDMR,Organoids
CN0375-F725,PDMR,PDX
832693-133-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
673867-039-R,PDMR,PDX
428986-081-R-V2-organoid,PDMR,Organoids
367927-166-R,PDMR,PDX
228754-122-R,PDMR,PDX
528666-305-R,PDMR,PDX
695221-133-T-J1-PDC,PDMR,PDC: Mixed Tumor Culture
575813-281-R1,PDMR,PDX
K79811-243-R,PDMR,PDX
138582-337-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
565248-004-R-J1-PDC,PDMR,PDC: Mixed Tumor Culture
565248-004-R-V1-organoid,PDMR,Organoids
648629-189-R,PDMR,PDX
476673-061-R-V1-organoid,PDMR,Organoids
487391-300-R-V3-organoid,PDMR,Organoids
ALL-02,PIVOT,PDX
ALL-03,PIVOT,PDX
ALL-04,PIVOT,PDX
ALL-07,PIVOT,PDX
ALL-08,PIVOT,PDX
ALL-10,PIVOT,PDX
ALL-102,PIVOT,PDX
ALL-105,PIVOT,PDX
ALL-115,PIVOT,PDX
ALL-106,PIVOT,PDX
ALL-107,PIVOT,PDX
ALL-108,PIVOT,PDX
ALL-11,PIVOT,PDX
ALL-116,PIVOT,PDX
ALL-117,PIVOT,PDX
ALL-118,PIVOT,PDX
ALL-121,PIVOT,PDX
ALL-46,PIVOT,PDX
ALL-122,PIVOT,PDX
ALL-123,PIVOT,PDX
ALL-58,PIVOT,PDX
ALL-16,PIVOT,PDX
ALL-17,PIVOT,PDX
ALL-19,PIVOT,PDX
ALL-25,PIVOT,PDX
ALL-61,PIVOT,PDX
ALL-26,PIVOT,PDX
ALL-27,PIVOT,PDX
ALL-28,PIVOT,PDX
ALL-29,PIVOT,PDX
ALL-30,PIVOT,PDX
ALL-31,PIVOT,PDX
ALL-32,PIVOT,PDX
ALL-90,PIVOT,PDX
ALL-33,PIVOT,PDX
ALL-39,PIVOT,PDX
ALL-42,PIVOT,PDX
ALL-43,PIVOT,PDX
ALL-47,PIVOT,PDX
ALL-50,PIVOT,PDX
ALL-51,PIVOT,PDX
ALL-52,PIVOT,PDX
ALL-53,PIVOT,PDX
ALL-54,PIVOT,PDX
ALL-55,PIVOT,PDX
ALL-56,PIVOT,PDX
ALL-57,PIVOT,PDX
ALL-59,PIVOT,PDX
ALL-60,PIVOT,PDX
ALL-63,PIVOT,PDX
ALL-75,PIVOT,PDX
ALL-80,PIVOT,PDX
ALL-81,PIVOT,PDX
ALL-82,PIVOT,PDX
ALL-83,PIVOT,PDX
ALL-84,PIVOT,PDX
ALL-85,PIVOT,PDX
ALL-87,PIVOT,PDX
ALL-88,PIVOT,PDX
ALL-91,PIVOT,PDX
ALL-93,PIVOT,PDX
ALL-94,PIVOT,PDX
ALL-95,PIVOT,PDX
ALL-97,PIVOT,PDX
ASPS-KY,PIVOT,PDX
BT-27,PIVOT,PDX
BT-29,PIVOT,PDX
CHLA-258,PIVOT,PDX
CHLA-79,PIVOT,PDX
COG-N-415x,PIVOT,PDX
COG-N-421x,PIVOT,PDX
COG-N-424x,PIVOT,PDX
COG-N-426x-Felix-PDX,PIVOT,PDX
COG-N-440x,PIVOT,PDX
COG-N-452x,PIVOT,PDX
COG-N-453x,PIVOT,PDX
COG-N-471x,PIVOT,PDX
COG-N-480x,PIVOT,PDX
COG-N-496x,PIVOT,PDX
COG-N-519x,PIVOT,PDX
COG-N-549x,PIVOT,PDX
COG-N-557x,PIVOT,PDX
COG-N-560x,PIVOT,PDX
COG-N-561x,PIVOT,PDX
COG-N-564x,PIVOT,PDX
COG-N-589x,PIVOT,PDX
COG-N-590x,PIVOT,PDX
COG-N-603x,PIVOT,PDX
COG-N-623x,PIVOT,PDX
COG-N-618x,PIVOT,PDX
COG-N-619x,PIVOT,PDX
COG-N-620x,PIVOT,PDX
COG-N-624x,PIVOT,PDX
COG-N-625x,PIVOT,PDX
COG-N-628x,PIVOT,PDX
ES-1,PIVOT,PDX
ES-4,PIVOT,PDX
ES-6,PIVOT,PDX
ES-8,PIVOT,PDX
ETP-1,PIVOT,PDX
ETP-2,PIVOT,PDX
ETP-3,PIVOT,PDX
ETP-4,PIVOT,PDX
ETP-5,PIVOT,PDX
ETP-6,PIVOT,PDX
EW-5,PIVOT,PDX
EW-8,PIVOT,PDX
G401,PIVOT,PDX
IBs-2373PNET,PIVOT,PDX
IBs-P1215DIPG,PIVOT,PDX
IBs-W0128DIPG,PIVOT,PDX
IC-1128GBM,PIVOT,PDX
IC-1425EPN,PIVOT,PDX
IC-1499EPB,PIVOT,PDX
IC-1621GBM,PIVOT,PDX
IC-22909PNET-rIII,PIVOT,PDX
ICb-9850PNET,PIVOT,PDX
IC-2305GBM,PIVOT,PDX
IC-2664PNET,PIVOT,PDX
IC-3635PXA,PIVOT,PDX
IC-3704GBM,PIVOT,PDX
IC-3752GBM,PIVOT,PDX
IC-6634GBM,PIVOT,PDX
IC-9320GCT,PIVOT,PDX
IC-9635EPN,PIVOT,PDX
IC-9811EPN,PIVOT,PDX
ICb-10593ATRT,PIVOT,PDX
ICb-10614EPN,PIVOT,PDX
ICb-1078MB,PIVOT,PDX
ICb-1140MB,PIVOT,PDX
ICb-1197MB,PIVOT,PDX
ICb-1218ATRT,PIVOT,PDX
ICb-1338MB,PIVOT,PDX
ICb-1343ENB,PIVOT,PDX
ICb-1487MB,PIVOT,PDX
ICb-1494MB,PIVOT,PDX
ICb-1572MB,PIVOT,PDX
ICb-1595MB,PIVOT,PDX
ICB-1744MB,PIVOT,PDX
ICb-2002EPN,PIVOT,PDX
ICb-2123MB,PIVOT,PDX
ICb-2164MB,PIVOT,PDX
ICb-2555MB,PIVOT,PDX
ICb-3130MB,PIVOT,PDX
ICb-3400MB,PIVOT,PDX
ICb-5108ATRT,PIVOT,PDX
ICb-5323EPN,PIVOT,PDX
ICb-5610MB,PIVOT,PDX
ICb-6753ATRT,PIVOT,PDX
ICb-8008MB,PIVOT,PDX
ICb-9508MB,PIVOT,PDX
ICb-984MB,PIVOT,PDX
ICb-J1017MB,PIVOT,PDX
ICb-L1115ATRT,PIVOT,PDX
ICb-S1129MB,PIVOT,PDX
IRS-56,PIVOT,PDX
IRS-68,PIVOT,PDX
KT-10,PIVOT,PDX
KT-11,PIVOT,PDX
KT-12,PIVOT,PDX
KT-13,PIVOT,PDX
KT-14,PIVOT,PDX
KT-18,PIVOT,PDX
KT-5,PIVOT,PDX
KT-6,PIVOT,PDX
KT-8,PIVOT,PDX
KT-9,PIVOT,PDX
MLL-1,PIVOT,PDX
MLL-14,PIVOT,PDX
MLL-2,PIVOT,PDX
MLL-3,PIVOT,PDX
MLL-5,PIVOT,PDX
MLL-6,PIVOT,PDX
MLL-7,PIVOT,PDX
MLL-8,PIVOT,PDX
MLL-86,PIVOT,PDX
NB-1382,PIVOT,PDX
NB-1643,PIVOT,PDX
NB-1691,PIVOT,PDX
NB-1771,PIVOT,PDX
NB-EBc1,PIVOT,PDX
NB-Fly-623m,PIVOT,PDX
NB-SD,PIVOT,PDX
NCH-ARMS-2-NCH-S13-7484,PIVOT,PDX
NCH-CA-1,PIVOT,PDX
NCH-CA-2,PIVOT,PDX
NCH-CA-3,PIVOT,PDX
NCH-CCS-1,PIVOT,PDX
NCH-ERMS-1-NCH-RMS-1,PIVOT,PDX
NCH-EWS-1,PIVOT,PDX
NCH-HEP1,PIVOT,PDX
NCH-MB-1,PIVOT,PDX
NCH-MN-1,PIVOT,PDX
NCH-NB-1,PIVOT,PDX
NCH-OS-1,PIVOT,PDX
NCH-PXA-1,PIVOT,PDX
NCH-RBD-1,PIVOT,PDX
NCH-RBD-2,PIVOT,PDX
NCH-RBD-4,PIVOT,PDX
NCH-WT-4,PIVOT,PDX
